Cosmic_Phenotype_id, Site_Primary,Site_Subtype1,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Site_Primary_COSMIC,Site_Subtype1_COSMIC,Histology_COSMIC,Hist_Subtype1_COSMIC,NCI_Code
COSO29915674,lung,NS,carcinoma,unspecified_non_small_cell,NS,NS,lung,NS,carcinoma,non_small_cell_carcinoma,C2926
COSO36286317,thyroid,NS,carcinoma,follicular,NS,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,conventional,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286586,thyroid,NS,carcinoma,follicular,oncocytic,NS,thyroid,NS,carcinoma,Hurthle_cell_carcinoma,C4946
COSO36286586,thyroid,NS,carcinoma,follicular,oncocytic,minimally_invasive,thyroid,NS,carcinoma,Hurthle_cell_carcinoma,C4946
COSO36286586,thyroid,NS,carcinoma,follicular,oncocytic,angioinvasive,thyroid,NS,carcinoma,Hurthle_cell_carcinoma,C4946
COSO36286317,thyroid,NS,carcinoma,follicular,functioning,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,well_differentiated,widely_invasive,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,autonomously_hyperfunctioning,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286586,thyroid,NS,carcinoma,follicular,Hurthle_cell,NS,thyroid,NS,carcinoma,Hurthle_cell_carcinoma,C4946
COSO36286586,thyroid,NS,carcinoma,follicular,oxyphilic,NS,thyroid,NS,carcinoma,Hurthle_cell_carcinoma,C4946
COSO36286317,thyroid,NS,carcinoma,follicular,microfollicular,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,less_differentiated,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,minimally_invasive,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,minimally_invasive_oxyphilic,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,widely_invasive,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,differentiated,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,widely_invasive_oxyphilic,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,insular,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,glomeruloid,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,autonomously_functioning,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,oncocytic_component,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,colloid_rich,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,microfollicular_insular,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO36286317,thyroid,NS,carcinoma,follicular,widely_invasive_insular,NS,thyroid,NS,carcinoma,follicular_carcinoma,C8054
COSO33745726,skin,trunk,carcinoma,basal_cell_carcinoma,NS,NS,skin,trunk,carcinoma,basal_cell_carcinoma,C2921
COSO58565726,skin,head_neck,carcinoma,basal_cell_carcinoma,NS,NS,skin,head_neck,carcinoma,basal_cell_carcinoma,C2921
COSO33125726,skin,eyelid,carcinoma,basal_cell_carcinoma,NS,NS,skin,eye,carcinoma,basal_cell_carcinoma,C2921
COSO33005726,skin,arm,carcinoma,basal_cell_carcinoma,NS,NS,skin,arm,carcinoma,basal_cell_carcinoma,C2921
COSO32865726,skin,capillitium,carcinoma,basal_cell_carcinoma,NS,NS,skin,scalp,carcinoma,basal_cell_carcinoma,C2921
COSO32825726,skin,throat,carcinoma,basal_cell_carcinoma,NS,NS,skin,neck,carcinoma,basal_cell_carcinoma,C2921
COSO53915726,skin,sun_exposed_site,carcinoma,basal_cell_carcinoma,NS,NS,skin,sun_exposed_site,carcinoma,basal_cell_carcinoma,C2921
COSO32765726,skin,forehead,carcinoma,basal_cell_carcinoma,NS,NS,skin,face,carcinoma,basal_cell_carcinoma,C2921
COSO30665726,skin,lip,carcinoma,basal_cell_carcinoma,NS,NS,upper_aerodigestive_tract,mouth,carcinoma,basal_cell_carcinoma,C8014
COSO30665726,skin,upper_lip,carcinoma,basal_cell_carcinoma,NS,NS,upper_aerodigestive_tract,mouth,carcinoma,basal_cell_carcinoma,C8014
COSO33125726,skin,lower_eyelid,carcinoma,basal_cell_carcinoma,NS,NS,skin,eye,carcinoma,basal_cell_carcinoma,C2921
COSO32765726,skin,glabella,carcinoma,basal_cell_carcinoma,NS,NS,skin,face,carcinoma,basal_cell_carcinoma,C2921
COSO32825726,skin,neck,carcinoma,basal_cell_carcinoma,NS,NS,skin,neck,carcinoma,basal_cell_carcinoma,C2921
COSO33805726,skin,lower_leg,carcinoma,basal_cell_carcinoma,NS,NS,skin,lower_leg,carcinoma,basal_cell_carcinoma,C2921
COSO32865726,skin,head,carcinoma,basal_cell_carcinoma,NS,NS,skin,scalp,carcinoma,basal_cell_carcinoma,C2921
COSO33125726,skin,eye,carcinoma,basal_cell_carcinoma,NS,NS,skin,eye,carcinoma,basal_cell_carcinoma,C2921
COSO32765726,skin,chin,carcinoma,basal_cell_carcinoma,NS,NS,skin,face,carcinoma,basal_cell_carcinoma,C2921
COSO33495726,skin,axilla,carcinoma,basal_cell_carcinoma,NS,NS,skin,axilla,carcinoma,basal_cell_carcinoma,C2921
COSO32765726,skin,cheek,carcinoma,basal_cell_carcinoma,NS,NS,skin,face,carcinoma,basal_cell_carcinoma,C2921
COSO32865726,skin,retroauricular,carcinoma,basal_cell_carcinoma,NS,NS,skin,scalp,carcinoma,basal_cell_carcinoma,C2921
COSO32765726,skin,nose,carcinoma,basal_cell_carcinoma,NS,NS,skin,face,carcinoma,basal_cell_carcinoma,C2921
COSO30435726,mouth,commissure,carcinoma,basal_cell_carcinoma,NS,NS,upper_aerodigestive_tract,mouth,carcinoma,basal_cell_carcinoma,C8014
COSO32925726,skin,upper_arm,carcinoma,basal_cell_carcinoma,NS,NS,skin,upper_arm,carcinoma,basal_cell_carcinoma,C2921
COSO32905726,skin,shoulder,carcinoma,basal_cell_carcinoma,NS,NS,skin,shoulder,carcinoma,basal_cell_carcinoma,C2921
COSO32865726,skin,scalp,carcinoma,basal_cell_carcinoma,NS,NS,skin,scalp,carcinoma,basal_cell_carcinoma,C2921
COSO32665726,skin,NS,carcinoma,basal_cell_carcinoma,NS,NS,skin,NS,carcinoma,basal_cell_carcinoma,C2921
COSO32785726,skin,forearm,carcinoma,basal_cell_carcinoma,NS,NS,skin,forearm,carcinoma,basal_cell_carcinoma,C2921
COSO32765726,skin,face,carcinoma,basal_cell_carcinoma,NS,NS,skin,face,carcinoma,basal_cell_carcinoma,C2921
COSO32745726,skin,ear,carcinoma,basal_cell_carcinoma,NS,NS,skin,ear,carcinoma,basal_cell_carcinoma,C2921
COSO32725726,skin,chest,carcinoma,basal_cell_carcinoma,NS,NS,skin,chest,carcinoma,basal_cell_carcinoma,C2921
COSO32685726,skin,back,carcinoma,basal_cell_carcinoma,NS,NS,skin,back,carcinoma,basal_cell_carcinoma,C2921
COSO32905726,skin,shoulder,carcinoma,basal_cell_carcinoma,solid,NS,skin,shoulder,carcinoma,basal_cell_carcinoma,C2921
COSO32825726,skin,neck,carcinoma,basal_cell_carcinoma,solid,NS,skin,neck,carcinoma,basal_cell_carcinoma,C2921
COSO32765726,skin,face,carcinoma,basal_cell_carcinoma,solid,NS,skin,face,carcinoma,basal_cell_carcinoma,C2921
COSO301319253,ovary,NS,carcinoma,Krukenberg_tumour,NS,NS,ovary,NS,carcinoma,Krukenberg_tumour,C3153
COSO31315746,NS,NS,carcinoma,Krukenberg_tumour,NS,NS,NS,NS,other,Krukenberg_tumour,C3153
COSO30135770,ovary,NS,carcinoma,mucinous_carcinoma,NS,NS,ovary,NS,carcinoma,mucinous_carcinoma,C5243
COSO30135797,ovary,NS,carcinoma,seromucinous,papillary,NS,ovary,NS,carcinoma,mixed_carcinoma,C40090
COSO30136676,ovary,NS,carcinoma,low_malignant_potential,NS,NS,ovary,NS,low_malignant_potential_(borderline)_tumour,NS,C4783
COSO30135797,ovary,NS,carcinoma,mixed_carcinoma,NS,NS,ovary,NS,carcinoma,mixed_carcinoma,C40090
COSO30136529,ovary,NS,carcinoma,mixed_mullerian,NS,NS,ovary,NS,carcinoma,carcinosarcoma-malignant_mesodermal_mixed_tumour,C9192
COSO30136529,ovary,NS,carcinoma,Mullerian,NS,NS,ovary,NS,carcinoma,carcinosarcoma-malignant_mesodermal_mixed_tumour,C9192
COSO30135468,ovary,NS,carcinoma,serous_epithelial,NS,NS,ovary,NS,carcinoma,serous_carcinoma,C7550
COSO30135797,ovary,NS,carcinoma,serous-mucinous,NS,NS,ovary,NS,carcinoma,mixed_carcinoma,C40090
COSO283918465,breast,NS,carcinoma,micropapillary,NS,NS,breast,NS,carcinoma,ductal_carcinoma,C4017
COSO30135833,ovary,NS,carcinoma,micropapillary,invasive,NS,ovary,NS,carcinoma,serous_micropapillary_carcinoma,C6882
COSO283918465,breast,NS,carcinoma,micropapillary,mixed,NS,breast,NS,carcinoma,ductal_carcinoma,C4017
COSO283918465,breast,NS,carcinoma,micropapillary,pure,NS,breast,NS,carcinoma,ductal_carcinoma,C4017
COSO30135833,ovary,NS,carcinoma,serous_micropapillary_carcinoma,NS,NS,ovary,NS,carcinoma,serous_micropapillary_carcinoma,C6882
COSO32204826,salivary_gland,NS,carcinoma,cystadenocarcinoma,NS,NS,salivary_gland,NS,carcinoma,adenocarcinoma,C8021
COSO29005278,pancreas,NS,carcinoma,mucin_producing,NS,NS,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005849,pancreas,NS,carcinoma,insulinoma,NS,NS,pancreas,NS,carcinoid-endocrine_tumour,insulinoma,C95598
COSO29005851,pancreas,NS,carcinoma,islet_cell,NS,NS,pancreas,NS,carcinoid-endocrine_tumour,islet_cell,C27720
COSO29005851,pancreas,body,carcinoma,islet_cell,non_functioning,NS,pancreas,NS,carcinoid-endocrine_tumour,islet_cell,C27720
COSO29005278,pancreas,NS,carcinoma,papillary_mucinous,NS,NS,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005278,pancreas,intraductal,carcinoma,papillary_mucinous,NS,NS,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005278,pancreas,NS,carcinoma,papillary_mucinous,intraductal,NS,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005278,pancreas,head_body_tail,carcinoma,papillary_mucinous,intraductal,NS,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005278,pancreas,head_body,carcinoma,papillary_mucinous,intraductal,NS,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005278,pancreas,head,carcinoma,papillary_mucinous,intraductal,NS,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005278,pancreas,body,carcinoma,papillary_mucinous,intraductal,NS,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005278,pancreas,head_body,carcinoma,papillary_mucinous,intraductal,invasive,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005278,pancreas,head,carcinoma,papillary_mucinous,intraductal,invasive,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005278,pancreas,tail,carcinoma,papillary_mucinous,intraductal,invasive,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005278,pancreas,body_tail,carcinoma,papillary_mucinous,intraductal,invasive,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005899,pancreas,head,carcinoma,papillary_mucinous,intraductal,non_invasive,pancreas,NS,other,dysplasia-in_situ_neoplasm,C4845
COSO29005278,pancreas,body,carcinoma,papillary_mucinous,intraductal,non_invasive,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005899,pancreas,body_tail,carcinoma,papillary_mucinous,intraductal,non_invasive,pancreas,NS,other,dysplasia-in_situ_neoplasm,C4845
COSO29244826,biliary_tract,gallbladder,carcinoma,colloid,NS,NS,biliary_tract,gallbladder,carcinoma,adenocarcinoma,C9166
COSO29005278,pancreas,NS,carcinoma,colloid,NS,NS,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005877,pancreas,head_body,carcinoma,acinar_cell,NS,NS,pancreas,NS,carcinoma,acinar_carcinoma,C7977
COSO29005877,pancreas,tail,carcinoma,acinar_cell,NS,NS,pancreas,NS,carcinoma,acinar_carcinoma,C7977
COSO29005877,pancreas,body,carcinoma,acinar_cell,NS,NS,pancreas,NS,carcinoma,acinar_carcinoma,C7977
COSO29005877,pancreas,body_tail,carcinoma,acinar_cell,NS,NS,pancreas,NS,carcinoma,acinar_carcinoma,C7977
COSO29005877,pancreas,head,carcinoma,acinar_cell,NS,NS,pancreas,NS,carcinoma,acinar_carcinoma,C7977
COSO29005877,pancreas,NS,carcinoma,acinar_cell,NS,NS,pancreas,NS,carcinoma,acinar_carcinoma,C7977
COSO29005877,pancreas,exocrine,carcinoma,acinar_cell,NS,NS,pancreas,NS,carcinoma,acinar_carcinoma,C7977
COSO29005278,pancreas,NS,carcinoma,duct_cell,NS,NS,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005278,pancreas,NS,carcinoma,ductuloacinar,NS,NS,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005278,pancreas,NS,carcinoma,exocrine,NS,NS,pancreas,NS,carcinoma,ductal_carcinoma,C9120
COSO29005892,pancreas,body,carcinoma,non_functioning_neuroendocrine,NS,NS,pancreas,NS,carcinoid-endocrine_tumour,non_functioning,C45837
COSO29005892,pancreas,tail,carcinoma,non_functioning_neuroendocrine,NS,NS,pancreas,NS,carcinoid-endocrine_tumour,non_functioning,C45837
COSO29005892,pancreas,head,carcinoma,non_functioning_neuroendocrine,NS,NS,pancreas,NS,carcinoid-endocrine_tumour,non_functioning,C45837
COSO29005892,pancreas,NS,carcinoma,non_functioning_neuroendocrine,NS,NS,pancreas,NS,carcinoid-endocrine_tumour,non_functioning,C45837
COSO290010740,pancreas,head,carcinoma,osteoclast_like_giant_cell,NS,NS,pancreas,NS,carcinoma,osteoclast-like_giant_cell_carcinoma,C5723
COSO283919252,breast,NS,carcinoma,non_invasive,NS,NS,breast,NS,carcinoma_in_situ,NS,C5214
COSO37844879,urinary_tract,NS,carcinoma,non_invasive,with_prominent_inverted_growth_pattern,NS,urinary_tract,NS,carcinoma,transitional_cell_carcinoma,C4030
COSO29005903,pancreas,head,carcinoma,solid_pseudopapillary,NS,NS,pancreas,NS,carcinoma,solid_pseudopapillary_carcinoma,C37212
COSO29005903,pancreas,distal,carcinoma,solid_pseudopapillary,NS,NS,pancreas,NS,carcinoma,solid_pseudopapillary_carcinoma,C37212
COSO29005903,pancreas,body,carcinoma,solid_pseudopapillary,NS,NS,pancreas,NS,carcinoma,solid_pseudopapillary_carcinoma,C37212
COSO29005903,pancreas,uncinate,carcinoma,solid_pseudopapillary,NS,NS,pancreas,NS,carcinoma,solid_pseudopapillary_carcinoma,C37212
COSO29005903,pancreas,tail,carcinoma,solid_pseudopapillary,NS,NS,pancreas,NS,carcinoma,solid_pseudopapillary_carcinoma,C37212
COSO29005903,pancreas,NS,carcinoma,solid_pseudopapillary,NS,NS,pancreas,NS,carcinoma,solid_pseudopapillary_carcinoma,C37212
COSO28515956,cervix,NS,carcinoma,endometrioid_adenocarcinoma,NS,NS,cervix,NS,carcinoma,endometrioid_adenocarcinoma,C6343
COSO31845957,peritoneum,NS,carcinoma,peritoneal_carcinoma,papillary,NS,peritoneum,NS,carcinoma,peritoneal_carcinoma,C40022
COSO29025468,endometrium,NS,carcinoma,papillary_serous,NS,NS,endometrium,NS,carcinoma,serous_carcinoma,C7558
COSO31845961,peritoneum,NS,carcinoma,papillary_serous,NS,NS,peritoneum,NS,carcinoma,peritoneal_serous_surface_carcinoma,C40023
COSO30135797,ovary,NS,carcinoma,papillary_serous,clear_cell,NS,ovary,NS,carcinoma,mixed_carcinoma,C40090
COSO29025468,endometrium,NS,carcinoma,papillary_serous,with_a_carcinosarcoma_component,NS,endometrium,NS,carcinoma,serous_carcinoma,C7558
COSO31845961,peritoneum,NS,carcinoma,peritoneal_serous_surface_carcinoma,NS,NS,peritoneum,NS,carcinoma,peritoneal_serous_surface_carcinoma,C40023
COSO32005982,pituitary,NS,carcinoma,ACTH,NS,NS,pituitary,NS,carcinoma,ACTH,C5964
COSO32005982,pituitary,NS,carcinoma,corticotroph,NS,NS,pituitary,NS,carcinoma,ACTH,C5964
COSO32005985,pituitary,NS,carcinoma,lactotroph,NS,NS,pituitary,NS,carcinoma,PRL,C5962
COSO32005985,pituitary,NS,carcinoma,PRL_cell,NS,NS,pituitary,NS,carcinoma,PRL,C5962
COSO32005988,pituitary,NS,carcinoma,silent_corticotroph,NS,NS,pituitary,NS,carcinoma,ACTH_non_functioning,C4536
COSO32025993,placenta,NS,carcinoma,choriocarcinoma,NS,NS,placenta,NS,choriocarcinoma,NS,C8893
COSO32054826,prostate,NS,carcinoma,latent,NS,NS,prostate,NS,carcinoma,adenocarcinoma,C2919
COSO28664826,rectum,NS,carcinoma,submucosal,NS,NS,large_intestine,rectum,carcinoma,adenocarcinoma,C9383
COSO67876013,salivary_gland,major,carcinoma,acinic_cell,NS,NS,salivary_gland,major,carcinoma,acinic_cell_carcinoma,C5901
COSO28396013,breast,NS,carcinoma,acinic_cell,NS,NS,breast,NS,carcinoma,acinic_cell_carcinoma,C40367
COSO32226013,parotid_gland,NS,carcinoma,acinic_cell,NS,NS,salivary_gland,parotid,carcinoma,acinic_cell_carcinoma,C5933
COSO32226013,salivary_gland,parotid,carcinoma,acinic_cell,NS,NS,salivary_gland,parotid,carcinoma,acinic_cell_carcinoma,C5933
COSO32206013,salivary_gland,NS,carcinoma,acinic_cell,NS,NS,salivary_gland,NS,carcinoma,acinic_cell_carcinoma,C8013
COSO28396013,breast,NS,carcinoma,acinic_cell,with_invasive_ductal_carcinoma_component,NS,breast,NS,carcinoma,acinic_cell_carcinoma,C40367
COSO32226013,salivary_gland,parotid,carcinoma,acinic_cell_carcinoma,NS,NS,salivary_gland,parotid,carcinoma,acinic_cell_carcinoma,C5933
COSO32226015,salivary_gland,parotid,carcinoma,adenoid_cystic_carcinoma,NS,NS,salivary_gland,parotid,carcinoma,adenoid_cystic_carcinoma,C5937
COSO58106015,upper_aerodigestive_tract,lymph_node,carcinoma,adenoid_cystic_carcinoma,NS,NS,upper_aerodigestive_tract,lymph_node,carcinoma,adenoid_cystic_carcinoma,C2970
COSO31966015,upper_aerodigestive_tract,pharynx,carcinoma,adenoid_cystic_carcinoma,NS,NS,upper_aerodigestive_tract,pharynx,carcinoma,adenoid_cystic_carcinoma,C5818
COSO32366015,upper_aerodigestive_tract,sinonasal_and_nasal_cavity,carcinoma,adenoid_cystic_carcinoma,NS,NS,salivary_gland,maxillary_sinus,carcinoma,adenoid_cystic_carcinoma,C6239
COSO32306015,upper_aerodigestive_tract,mouth,carcinoma,adenoid_cystic_carcinoma,NS,NS,salivary_gland,maxilla,carcinoma,adenoid_cystic_carcinoma,C8026
COSO32206015,salivary_gland,NS,carcinoma,adenoid_cystic_carcinoma,NS,NS,salivary_gland,NS,carcinoma,adenoid_cystic_carcinoma,C8026
COSO36346015,upper_aerodigestive_tract,trachea,carcinoma,adenoid_cystic_carcinoma,NS,NS,upper_aerodigestive_tract,trachea,carcinoma,adenoid_cystic_carcinoma,C6051
COSO68606015,upper_aerodigestive_tract,sinonasal_and_nasal_cavity,carcinoma,adenoid_cystic_carcinoma,NS,NS,salivary_gland,ethmoid_sinus,carcinoma,adenoid_cystic_carcinoma,C6238
COSO32506015,upper_aerodigestive_tract,mouth,carcinoma,adenoid_cystic_carcinoma,NS,NS,salivary_gland,tongue,carcinoma,adenoid_cystic_carcinoma,C8026
COSO32516015,upper_aerodigestive_tract,mouth,carcinoma,adenoid_cystic_carcinoma,NS,NS,salivary_gland,submandibular,carcinoma,adenoid_cystic_carcinoma,C5935
COSO32386015,upper_aerodigestive_tract,mouth,carcinoma,adenoid_cystic_carcinoma,NS,NS,salivary_gland,mouth_floor,carcinoma,adenoid_cystic_carcinoma,C8026
COSO32406015,upper_aerodigestive_tract,mouth,carcinoma,adenoid_cystic_carcinoma,NS,NS,salivary_gland,mouth_roof,carcinoma,adenoid_cystic_carcinoma,C8026
COSO29726015,upper_aerodigestive_tract,larynx,carcinoma,adenoid_cystic_carcinoma,NS,NS,upper_aerodigestive_tract,larynx,carcinoma,adenoid_cystic_carcinoma,C9462
COSO58006015,upper_aerodigestive_tract,head_neck,carcinoma,adenoid_cystic_carcinoma,NS,NS,upper_aerodigestive_tract,head_neck,carcinoma,adenoid_cystic_carcinoma,C2970
COSO32306015,salivary_gland,maxilla,carcinoma,adenoid_cystic_carcinoma,solid_cribiform_and_tubular,NS,salivary_gland,maxilla,carcinoma,adenoid_cystic_carcinoma,C8026
COSO105036015,salivary_gland,laryngopharynx,carcinoma,adenoid_cystic_carcinoma,cribiform_tubular_and_focal_solid,NS,salivary_gland,laryngopharynx,carcinoma,adenoid_cystic_carcinoma,C5936
COSO29296015,sinonasal,NS,carcinoma,adenoid_cystic,NS,NS,upper_aerodigestive_tract,sinonasal_and_nasal_cavity,carcinoma,adenoid_cystic_carcinoma,C2970
COSO58856015,salivary_gland,mouth,carcinoma,adenoid_cystic,NS,NS,salivary_gland,mouth,carcinoma,adenoid_cystic_carcinoma,C5936
COSO108256015,tonsil,NS,carcinoma,adenoid_cystic,NS,NS,salivary_gland,tonsil,carcinoma,adenoid_cystic_carcinoma,C8026
COSO107136015,perineum,NS,carcinoma,adenoid_cystic,NS,NS,perineum,NS,carcinoma,adenoid_cystic_carcinoma,C2970
COSO32186015,salivary_gland,minor,carcinoma,adenoid_cystic,NS,NS,salivary_gland,minor,carcinoma,adenoid_cystic_carcinoma,C5936
COSO67876015,salivary_gland,major,carcinoma,adenoid_cystic,NS,NS,salivary_gland,major,carcinoma,adenoid_cystic_carcinoma,C5905
COSO36416015,vagina,NS,carcinoma,adenoid_cystic,NS,NS,vagina,NS,carcinoma,adenoid_cystic_carcinoma,C40261
COSO101826015,neck,NS,carcinoma,adenoid_cystic,NS,NS,salivary_gland,head_neck,carcinoma,adenoid_cystic_carcinoma,C8026
COSO32366015,sinus,maxillary,carcinoma,adenoid_cystic,NS,NS,salivary_gland,maxillary_sinus,carcinoma,adenoid_cystic_carcinoma,C6239
COSO32506015,mouth,tongue,carcinoma,adenoid_cystic,NS,NS,salivary_gland,tongue,carcinoma,adenoid_cystic_carcinoma,C8026
COSO52786015,lung,bronchus,carcinoma,adenoid_cystic,NS,NS,lung,bronchus,carcinoma,adenoid_cystic_carcinoma,C5666
COSO101776015,lymph_node,NS,carcinoma,adenoid_cystic,NS,NS,salivary_gland,lymph_node,carcinoma,adenoid_cystic_carcinoma,C8026
COSO107696015,ear_canal,NS,carcinoma,adenoid_cystic,NS,NS,upper_aerodigestive_tract,ear_canal,carcinoma,adenoid_cystic_carcinoma,C2970
COSO101756015,sinus,sphenoid,carcinoma,adenoid_cystic,NS,NS,salivary_gland,sphenoid_sinus,carcinoma,adenoid_cystic_carcinoma,C5936
COSO101796015,mouth,buccal_cavity,carcinoma,adenoid_cystic,NS,NS,salivary_gland,buccal,carcinoma,adenoid_cystic_carcinoma,C8026
COSO101826015,head_neck,NS,carcinoma,adenoid_cystic,NS,NS,salivary_gland,head_neck,carcinoma,adenoid_cystic_carcinoma,C8026
COSO31986015,pharynx,oropharynx,carcinoma,adenoid_cystic,NS,NS,upper_aerodigestive_tract,pharynx,carcinoma,adenoid_cystic_carcinoma,C6241
COSO326611905,skin,NS,carcinoma,adenoid_cystic,NS,NS,skin,NS,adnexal_tumour,adenoid_cystic_carcinoma,C4471
COSO32406015,mouth,soft_palate,carcinoma,adenoid_cystic,NS,NS,salivary_gland,mouth_roof,carcinoma,adenoid_cystic_carcinoma,C8026
COSO32406015,mouth,hard_soft_palate,carcinoma,adenoid_cystic,NS,NS,salivary_gland,mouth_roof,carcinoma,adenoid_cystic_carcinoma,C8026
COSO32406015,mouth,hard_palate,carcinoma,adenoid_cystic,NS,NS,salivary_gland,mouth_roof,carcinoma,adenoid_cystic_carcinoma,C8026
COSO619811905,auditory_meatus,NS,carcinoma,adenoid_cystic,NS,NS,skin,auditory_meatus,adnexal_tumour,adenoid_cystic_carcinoma,C4471
COSO61926015,nasal_cavity,NS,carcinoma,adenoid_cystic,NS,NS,salivary_gland,nasal_cavity,carcinoma,adenoid_cystic_carcinoma,C5936
COSO29916015,lung,NS,carcinoma,adenoid_cystic,NS,NS,lung,NS,carcinoma,adenoid_cystic_carcinoma,C5666
COSO32226015,salivary_gland,parotid_gland,carcinoma,adenoid_cystic,NS,NS,salivary_gland,parotid,carcinoma,adenoid_cystic_carcinoma,C5937
COSO36346015,trachea,NS,carcinoma,adenoid_cystic,NS,NS,upper_aerodigestive_tract,trachea,carcinoma,adenoid_cystic_carcinoma,C6051
COSO32426015,salivary_gland,parapharyngeal,carcinoma,adenoid_cystic,NS,NS,salivary_gland,parapharyngeal,carcinoma,adenoid_cystic_carcinoma,C5936
COSO32506015,salivary_gland,NS,carcinoma,adenoid_cystic,NS,NS,salivary_gland,tongue,carcinoma,adenoid_cystic_carcinoma,C8026
COSO32516015,salivary_gland,submandibular,carcinoma,adenoid_cystic,NS,NS,salivary_gland,submandibular,carcinoma,adenoid_cystic_carcinoma,C5935
COSO32206015,salivary_gland,NS,carcinoma,adenoid_cystic,NS,NS,salivary_gland,NS,carcinoma,adenoid_cystic_carcinoma,C8026
COSO28396015,breast,NS,carcinoma,adenoid_cystic,NS,NS,breast,NS,carcinoma,adenoid_cystic_carcinoma,C5130
COSO28516015,cervix,NS,carcinoma,adenoid_cystic,NS,NS,cervix,NS,carcinoma,adenoid_cystic_carcinoma,C6346
COSO68586015,pterygopalatine_fossa,NS,carcinoma,adenoid_cystic,tubular,NS,salivary_gland,pterygopalatine_fossa,carcinoma,adenoid_cystic_carcinoma,C5936
COSO36346015,trachea,NS,carcinoma,adenoid_cystic,tubular,NS,upper_aerodigestive_tract,trachea,carcinoma,adenoid_cystic_carcinoma,C6051
COSO32226015,parotid_gland,NS,carcinoma,adenoid_cystic,tubular,NS,salivary_gland,parotid,carcinoma,adenoid_cystic_carcinoma,C5937
COSO32406015,mouth,mouth_roof,carcinoma,adenoid_cystic,tubular,NS,salivary_gland,mouth_roof,carcinoma,adenoid_cystic_carcinoma,C8026
COSO32206015,salivary_gland,NS,carcinoma,adenoid_cystic,tubular,NS,salivary_gland,NS,carcinoma,adenoid_cystic_carcinoma,C8026
COSO61926015,nose,NS,carcinoma,adenoid_cystic,cribriform,NS,salivary_gland,nasal_cavity,carcinoma,adenoid_cystic_carcinoma,C5936
COSO32506015,salivary_gland,tongue,carcinoma,adenoid_cystic,cribriform,NS,salivary_gland,tongue,carcinoma,adenoid_cystic_carcinoma,C8026
COSO32386015,salivary_gland,NS,carcinoma,adenoid_cystic,cribriform,NS,salivary_gland,mouth_floor,carcinoma,adenoid_cystic_carcinoma,C8026
